Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
36.0,Female,82.5,1.66,166.0,134.0,50.0,0:57,640.0,Yoga,11.2,3.4,5.0,Intermediate,21.01
57.0,Female,58.3,1.73,164.0,132.0,50.0,1:28,492.0,HIIT,27.7,3.6,3.0,Beginner,19.23
31.0,Male,53.0,1.83,182.0,149.0,55.0,1:19,821.0,Strength,23.6,3.4,4.0,Advanced,22.89
38.0,Female,81.1,1.92,190.0,125.0,61.0,1:10,690.0,Yoga,26.1,3.1,4.0,Advanced,17.99
49.0,Female,65.7,1.77,182.0,139.0,74.0,1:10,744.0,HIIT,26.8,3.1,2.0,Intermediate,23.0
21.0,Male,81.8,1.83,182.0,163.0,53.0,2:00,1159.0,Cardio,29.2,2.7,4.0,Beginner,22.27
28.0,Female,91.2,1.77,164.0,162.0,55.0,1:16,648.0,Strength,25.4,3.3,2.0,Intermediate,18.88
22.0,Male,88.9,1.6,182.0,148.0,74.0,1:23,1386.0,HIIT,28.9,2.5,3.0,Advanced,32.24
43.0,Male,88.5,1.72,185.0,131.0,67.0,1:28,1140.0,Cardio,23.6,3.3,4.0,Beginner,28.7
46.0,Male,85.9,1.7,180.0,148.0,66.0,1:46,1088.0,HIIT,13.8,3.4,2.0,Intermediate,21.8
18.0,Male,56.5,1.86,193.0,129.0,54.0,1:23,901.0,HIIT,20.6,3.5,4.0,Intermediate,13.7
18.0,Male,71.9,1.54,170.0,121.0,59.0,1:28,658.0,HIIT,18.9,2.6,4.0,Intermediate,24.65
44.0,Male,66.8,1.72,191.0,136.0,68.0,1:20,1239.0,Cardio,31.5,2.8,4.0,Intermediate,22.21
55.0,Female,46.3,1.7,187.0,139.0,52.0,2:00,1130.0,Cardio,27.3,1.5,3.0,Beginner,32.94
57.0,Male,72.4,1.65,168.0,162.0,56.0,1:42,1140.0,Yoga,10.9,2.5,4.0,Beginner,28.3
41.0,Male,70.7,1.81,191.0,134.0,62.0,1:31,1381.0,Cardio,30.3,3.3,2.0,Intermediate,23.32
52.0,Female,45.0,1.75,196.0,143.0,74.0,2:00,926.0,Yoga,22.0,2.4,3.0,Beginner,36.707499999999996
18.0,Female,74.8,1.83,165.0,144.0,63.0,1:39,1174.0,Cardio,22.9,3.1,2.0,Intermediate,15.29
31.0,Female,61.1,1.69,190.0,123.0,64.0,0:37,1227.0,HIIT,23.8,3.6,2.0,Advanced,19.83
34.0,Female,44.3,1.76,180.0,129.0,58.0,1:51,494.0,Strength,25.8,3.2,4.0,Advanced,16.48
47.0,Male,69.7,1.83,184.0,121.0,70.0,1:01,747.0,HIIT,30.2,1.9,5.0,Beginner,20.78
33.0,Male,41.9,1.59,166.0,165.0,50.0,2:00,898.0,Strength,24.6,3.2,3.0,Intermediate,14.53
47.0,Female,52.9,1.67,180.0,142.0,72.0,1:06,770.0,Cardio,22.9,1.5,3.0,Intermediate,30.5
47.0,Male,70.5,1.67,166.0,168.0,58.0,1:44,898.0,Strength,30.0,3.2,3.0,Intermediate,36.707499999999996
27.0,Female,40.0,1.76,192.0,169.0,56.0,2:00,602.0,HIIT,28.0,3.4,3.0,Advanced,31.97
51.0,Male,51.6,1.83,194.0,161.0,67.0,2:00,1057.0,Yoga,27.6,2.2,3.0,Beginner,24.12
18.0,Female,83.3,1.59,165.0,169.0,72.0,1:11,997.0,Strength,25.7,3.3,3.0,Beginner,31.83
20.0,Male,67.7,1.84,193.0,122.0,66.0,1:11,900.0,Cardio,13.7,3.4,5.0,Intermediate,19.76
43.0,Male,57.8,1.78,197.0,163.0,52.0,1:25,1418.0,Yoga,28.6,1.6,2.0,Beginner,14.84
45.0,Male,59.0,1.87,199.0,157.0,55.0,1:06,613.0,Strength,18.2,3.2,2.0,Beginner,31.55
29.0,Female,61.5,1.88,182.0,152.0,72.0,1:37,793.0,HIIT,24.2,3.3,4.0,Advanced,23.84
26.0,Female,68.6,1.75,184.0,140.0,60.0,1:15,681.0,HIIT,29.4,1.8,3.0,Advanced,20.02
49.0,Female,77.9,1.75,196.0,169.0,64.0,1:14,1267.0,HIIT,24.8,3.5,3.0,Intermediate,14.38
23.0,Female,40.9,1.75,187.0,136.0,50.0,1:08,1135.0,Cardio,24.8,3.4,3.0,Intermediate,12.32
18.0,Male,68.7,1.77,161.0,169.0,68.0,1:00,1011.0,Cardio,27.3,3.5,3.0,Intermediate,17.0
23.0,Male,114.9,1.61,180.0,120.0,56.0,1:16,891.0,HIIT,28.0,3.3,3.0,Beginner,22.67
47.0,Male,65.6,1.77,190.0,154.0,54.0,1:35,413.0,Strength,23.1,3.6,2.0,Intermediate,14.47
20.0,Female,90.9,1.69,198.0,142.0,74.0,1:21,927.0,Cardio,18.1,3.2,4.0,Beginner,16.23
40.0,Male,61.0,1.89,196.0,123.0,71.0,1:26,625.0,Strength,27.4,3.6,3.0,Beginner,23.16
18.0,Male,66.8,1.66,166.0,135.0,59.0,2:00,803.0,Yoga,23.2,3.0,2.0,Beginner,12.56
56.0,Male,42.6,1.61,190.0,161.0,60.0,1:14,1260.0,HIIT,23.0,3.6,4.0,Advanced,23.68
56.0,Female,88.8,1.7,173.0,129.0,52.0,1:47,933.0,Yoga,24.1,1.5,4.0,Intermediate,12.32
34.0,Female,83.2,1.64,171.0,164.0,69.0,1:11,1392.0,Yoga,22.9,3.5,3.0,Beginner,14.97
38.0,Female,99.1,1.5,185.0,159.0,74.0,1:22,995.0,HIIT,17.8,1.5,4.0,Beginner,24.56
43.0,Male,77.8,1.7,180.0,149.0,58.0,1:22,1643.0,Strength,14.9,2.8,5.0,Beginner,16.55
18.0,Male,47.8,1.85,161.0,156.0,50.0,1:01,1265.0,Yoga,30.8,3.2,5.0,Beginner,12.32
24.0,Male,40.0,1.82,168.0,120.0,74.0,1:16,303.0,Strength,25.0,3.6,3.0,Beginner,17.95
35.0,Female,91.0,1.55,174.0,136.0,74.0,0:59,1216.0,Cardio,27.0,3.5,3.0,Advanced,16.0
21.0,Male,86.3,1.74,184.0,169.0,61.0,1:51,993.0,Strength,24.9,3.4,2.0,Intermediate,22.21
26.0,Male,64.6,1.82,196.0,165.0,55.0,1:27,1699.0,Yoga,28.1,3.3,4.0,Intermediate,19.63
23.0,Female,59.6,1.81,160.0,146.0,71.0,1:32,1382.0,HIIT,22.6,2.8,5.0,Intermediate,12.32
46.0,Female,53.7,1.5,177.0,169.0,54.0,1:37,1245.0,Strength,26.8,3.7,4.0,Advanced,22.71
55.0,Female,58.9,1.56,197.0,125.0,58.0,0:43,1103.0,Yoga,22.1,3.5,3.0,Intermediate,30.52
31.0,Male,79.4,1.58,163.0,125.0,74.0,1:29,663.0,Cardio,24.0,2.4,3.0,Intermediate,12.32
26.0,Male,83.1,1.52,163.0,139.0,51.0,1:57,925.0,Strength,10.0,2.8,3.0,Beginner,20.05
31.0,Female,61.7,1.52,177.0,160.0,54.0,0:32,1266.0,Yoga,23.1,1.7,4.0,Intermediate,12.32
27.0,Male,66.6,1.7,171.0,149.0,73.0,1:25,1321.0,Strength,26.6,3.3,4.0,Advanced,13.51
45.0,Female,106.3,1.84,172.0,123.0,61.0,1:08,1177.0,Strength,16.9,2.6,4.0,Advanced,30.72
30.0,Female,62.3,1.53,185.0,153.0,68.0,1:18,1382.0,Yoga,20.5,1.6,2.0,Intermediate,34.48
48.0,Male,83.0,1.55,164.0,169.0,67.0,1:16,1287.0,Cardio,21.5,3.5,2.0,Advanced,22.88
35.0,Male,75.4,1.64,198.0,167.0,63.0,1:08,1045.0,Yoga,20.5,1.5,3.0,Intermediate,30.23
30.0,Female,98.3,1.84,178.0,161.0,74.0,1:34,576.0,HIIT,23.3,1.6,3.0,Intermediate,16.15
38.0,Female,46.5,1.65,182.0,169.0,70.0,1:20,806.0,Cardio,24.1,3.5,2.0,Beginner,12.32
44.0,Male,61.6,1.65,167.0,158.0,74.0,1:06,1223.0,Strength,23.8,2.9,4.0,Beginner,15.25
31.0,Female,64.0,1.85,184.0,147.0,71.0,1:03,571.0,Strength,27.0,2.0,5.0,Intermediate,14.26
18.0,Male,59.1,1.69,180.0,155.0,57.0,1:59,1505.0,Yoga,27.5,1.9,4.0,Beginner,17.36
24.0,Female,45.1,1.6,195.0,163.0,66.0,2:00,453.0,Cardio,31.2,1.6,2.0,Intermediate,22.88
33.0,Male,85.0,1.73,161.0,128.0,64.0,1:20,812.0,Strength,16.6,3.2,4.0,Beginner,13.34
21.0,Female,77.9,1.8,199.0,169.0,56.0,1:18,1171.0,Cardio,19.7,3.4,3.0,Intermediate,19.98
20.0,Male,40.0,1.52,192.0,151.0,63.0,1:30,572.0,HIIT,25.1,3.7,4.0,Beginner,25.64
59.0,Male,44.8,1.67,189.0,130.0,63.0,1:17,1021.0,Strength,29.8,3.6,3.0,Advanced,12.32
51.0,Female,66.4,1.77,184.0,147.0,55.0,0:58,1531.0,HIIT,33.1,3.6,3.0,Advanced,14.27
50.0,Male,40.0,2.0,192.0,155.0,56.0,0:49,829.0,Strength,24.6,2.4,3.0,Intermediate,16.67
42.0,Male,96.2,1.63,164.0,148.0,74.0,1:22,887.0,Strength,16.3,1.6,2.0,Advanced,25.15
45.0,Female,54.0,1.86,170.0,148.0,65.0,1:21,670.0,Cardio,28.9,3.5,3.0,Intermediate,16.72
22.0,Male,71.1,1.68,164.0,160.0,74.0,1:30,955.0,Cardio,10.0,3.3,4.0,Intermediate,16.09
47.0,Female,48.6,1.55,176.0,165.0,74.0,0:42,1305.0,Cardio,15.6,2.7,2.0,Beginner,27.31
34.0,Female,100.1,1.97,192.0,164.0,73.0,2:00,1747.0,Yoga,25.5,1.5,4.0,Intermediate,22.68
27.0,Male,83.5,1.67,162.0,129.0,65.0,1:28,1517.0,Yoga,25.8,3.3,2.0,Beginner,18.45
18.0,Male,52.4,1.74,181.0,169.0,63.0,0:49,889.0,Strength,10.0,2.8,4.0,Advanced,13.4
48.0,Male,89.5,1.61,170.0,153.0,57.0,1:22,1355.0,Strength,10.0,3.3,3.0,Beginner,12.32
25.0,Female,58.2,1.64,165.0,169.0,71.0,1:55,984.0,Strength,20.8,3.3,4.0,Advanced,19.05
51.0,Male,121.99999999999999,1.74,190.0,139.0,57.0,1:02,1108.0,Strength,27.3,3.2,2.0,Beginner,22.63
32.0,Female,52.3,1.59,161.0,121.0,74.0,2:00,723.0,Strength,20.3,3.3,3.0,Beginner,22.56
55.0,Female,121.99999999999999,1.84,188.0,139.0,58.0,1:16,1272.0,HIIT,19.2,3.5,3.0,Beginner,18.38
33.0,Female,72.3,1.8,199.0,120.0,74.0,1:19,457.0,HIIT,26.5,2.3,4.0,Intermediate,12.32
28.0,Male,64.1,1.55,179.0,152.0,52.0,1:24,1091.0,HIIT,31.1,3.3,4.0,Beginner,18.43
34.0,Male,66.7,1.55,186.0,169.0,55.0,1:28,781.0,Cardio,19.4,2.5,3.0,Beginner,12.32
35.0,Male,44.9,1.92,168.0,123.0,67.0,1:17,572.0,Cardio,20.8,2.1,4.0,Intermediate,17.33
36.0,Female,90.0,1.69,180.0,160.0,72.0,2:00,717.0,HIIT,20.6,3.3,4.0,Beginner,13.72
27.0,Male,77.7,1.76,167.0,131.0,74.0,1:21,448.0,HIIT,24.9,2.1,5.0,Intermediate,23.19
18.0,Male,100.0,1.73,192.0,166.0,56.0,1:13,1631.0,Strength,23.3,1.8,4.0,Intermediate,12.32
52.0,Male,83.4,1.52,176.0,142.0,56.0,1:26,596.0,HIIT,25.6,1.9,3.0,Intermediate,15.21
32.0,Female,46.5,1.83,176.0,128.0,74.0,1:00,1061.0,Cardio,10.0,2.5,4.0,Advanced,14.63
37.0,Female,81.1,1.78,195.0,143.0,72.0,1:04,770.0,HIIT,22.5,2.5,3.0,Intermediate,12.51
23.0,Female,55.4,1.8,164.0,163.0,73.0,1:19,783.0,Strength,27.1,1.5,2.0,Beginner,18.71
25.0,Female,76.2,1.87,184.0,148.0,69.0,1:57,809.0,HIIT,26.2,2.3,3.0,Beginner,17.02
52.0,Male,84.5,1.75,180.0,158.0,71.0,2:00,830.0,Strength,14.1,1.5,4.0,Advanced,18.25
59.0,Male,40.0,2.0,173.0,141.0,68.0,1:02,1331.0,Strength,27.0,3.7,2.0,Beginner,36.707499999999996
42.0,Female,55.6,1.63,176.0,134.0,74.0,1:24,384.0,Cardio,22.0,3.3,3.0,Beginner,32.64
29.0,Male,73.6,1.82,162.0,141.0,55.0,1:30,1057.0,Cardio,25.2,2.1,2.0,Intermediate,30.41
29.0,Female,50.8,1.89,199.0,163.0,59.0,0:48,784.0,HIIT,35.0,2.5,3.0,Intermediate,22.37
27.0,Male,72.5,1.88,181.0,162.0,69.0,1:12,1120.0,HIIT,34.6,3.4,4.0,Beginner,27.76
32.0,Male,51.1,1.86,199.0,131.0,63.0,1:00,865.0,HIIT,34.8,3.2,3.0,Beginner,21.49
23.0,Female,52.6,1.78,176.0,169.0,53.0,1:08,1384.0,Cardio,31.1,2.4,3.0,Intermediate,21.08
18.0,Male,57.5,1.74,193.0,154.0,70.0,1:09,1358.0,HIIT,33.9,3.7,4.0,Advanced,12.32
52.0,Female,45.1,1.65,165.0,164.0,71.0,1:45,1380.0,Yoga,21.5,3.3,5.0,Beginner,29.89
45.0,Male,98.7,1.77,183.0,132.0,74.0,1:19,400.0,Cardio,19.5,2.0,4.0,Intermediate,18.18
51.0,Male,63.0,1.78,161.0,152.0,50.0,1:19,1339.0,Strength,29.1,1.8,2.0,Intermediate,15.95
28.0,Female,121.1,1.75,163.0,149.0,68.0,1:34,716.0,Strength,21.0,3.3,5.0,Beginner,26.5
18.0,Male,46.3,2.0,167.0,169.0,64.0,1:17,1556.0,Yoga,22.5,2.6,2.0,Advanced,17.38
35.0,Male,40.0,1.71,162.0,133.0,69.0,1:59,840.0,Yoga,20.2,3.2,4.0,Intermediate,27.14
56.0,Female,64.2,1.79,196.0,165.0,58.0,0:58,667.0,Cardio,15.9,3.3,4.0,Beginner,12.32
32.0,Female,90.5,1.63,184.0,166.0,50.0,1:27,1217.0,Strength,31.3,2.0,5.0,Beginner,12.99
42.0,Female,40.0,1.81,177.0,145.0,59.0,1:42,1065.0,HIIT,26.6,1.5,3.0,Beginner,23.25
54.0,Male,72.6,1.56,172.0,165.0,69.0,1:15,966.0,HIIT,26.1,3.5,2.0,Beginner,31.41
34.0,Female,89.7,1.78,184.0,142.0,53.0,0:31,1662.0,HIIT,24.2,1.5,3.0,Beginner,36.707499999999996
21.0,Female,59.7,1.65,191.0,138.0,68.0,0:57,539.0,HIIT,35.0,3.2,4.0,Intermediate,17.55
18.0,Male,42.0,1.82,188.0,137.0,67.0,0:46,589.0,HIIT,16.4,2.0,2.0,Advanced,29.09
18.0,Male,57.9,2.0,168.0,156.0,50.0,1:03,689.0,Cardio,28.3,3.6,3.0,Advanced,18.31
18.0,Female,40.0,1.8,187.0,158.0,71.0,1:14,665.0,Strength,24.1,1.7,2.0,Intermediate,14.93
18.0,Female,70.9,1.87,176.0,164.0,59.0,2:00,745.0,HIIT,28.2,3.2,4.0,Intermediate,15.74
26.0,Male,44.0,1.6,190.0,125.0,68.0,1:03,1246.0,Strength,21.1,2.7,2.0,Intermediate,15.5
49.0,Male,47.5,1.79,161.0,169.0,61.0,1:25,957.0,Strength,25.8,3.0,4.0,Beginner,13.47
38.0,Male,69.0,1.82,170.0,133.0,53.0,1:14,1610.0,Strength,30.1,2.8,2.0,Intermediate,20.05
18.0,Female,59.1,2.0,181.0,123.0,72.0,1:56,901.0,HIIT,23.2,2.4,4.0,Intermediate,13.32
35.0,Male,98.6,1.55,184.0,141.0,59.0,2:00,1172.0,Cardio,27.8,3.2,2.0,Intermediate,23.47
29.0,Female,58.4,1.61,182.0,165.0,70.0,0:46,1259.0,HIIT,20.1,3.5,4.0,Intermediate,26.13
38.0,Male,93.7,1.66,168.0,169.0,68.0,1:58,875.0,Cardio,29.0,3.4,4.0,Intermediate,13.87
42.0,Female,88.6,2.0,171.0,166.0,72.0,1:06,1335.0,Yoga,18.6,2.2,5.0,Intermediate,18.3
18.0,Male,49.9,1.77,191.0,123.0,74.0,1:23,626.0,Strength,25.9,3.4,2.0,Intermediate,24.35
42.0,Female,99.9,1.6,189.0,169.0,58.0,1:51,1099.0,HIIT,32.6,2.2,2.0,Beginner,15.78
26.0,Female,58.6,1.78,198.0,143.0,74.0,1:35,1008.0,Cardio,21.1,2.2,3.0,Beginner,36.707499999999996
36.0,Male,57.4,1.58,192.0,152.0,70.0,1:22,1137.0,Yoga,18.3,3.2,2.0,Beginner,20.91
47.0,Male,48.1,1.71,185.0,129.0,74.0,0:52,1177.0,Strength,28.1,2.6,3.0,Advanced,12.32
30.0,Male,60.1,1.93,187.0,140.0,58.0,1:28,875.0,HIIT,29.7,3.1,5.0,Beginner,24.29
23.0,Female,88.0,2.0,193.0,128.0,70.0,1:14,399.0,HIIT,23.9,2.8,3.0,Beginner,31.33
20.0,Female,69.3,1.75,180.0,120.0,72.0,1:03,1421.0,Yoga,24.6,3.2,4.0,Intermediate,25.22
18.0,Male,52.6,1.76,175.0,154.0,50.0,1:10,1783.0,Yoga,21.0,3.0,3.0,Intermediate,30.92
39.0,Female,65.6,1.7,172.0,148.0,68.0,0:52,1709.0,HIIT,20.2,1.5,4.0,Advanced,14.83
22.0,Male,80.6,1.71,176.0,139.0,60.0,2:00,957.0,Cardio,31.0,2.4,4.0,Intermediate,12.32
57.0,Female,43.5,2.0,172.0,159.0,59.0,1:43,530.0,Yoga,18.7,2.1,2.0,Advanced,23.74
25.0,Female,72.6,1.7,161.0,168.0,51.0,1:16,1262.0,Strength,22.0,3.1,4.0,Intermediate,16.45
18.0,Male,87.5,1.76,169.0,160.0,60.0,2:00,1042.0,Yoga,22.4,3.3,2.0,Advanced,21.79
50.0,Male,46.8,1.77,180.0,128.0,70.0,1:23,803.0,HIIT,17.0,3.3,4.0,Beginner,21.83
18.0,Female,44.9,1.77,168.0,127.0,57.0,1:39,512.0,Strength,12.3,3.7,3.0,Beginner,20.39
18.0,Male,63.9,1.71,164.0,140.0,66.0,1:28,785.0,Yoga,30.2,3.3,4.0,Intermediate,21.96
21.0,Male,90.1,1.72,184.0,138.0,68.0,1:21,1043.0,Yoga,27.1,2.1,4.0,Advanced,22.34
18.0,Male,48.2,1.75,180.0,134.0,63.0,1:23,1053.0,Yoga,22.1,2.2,4.0,Beginner,16.34
31.0,Male,67.4,1.83,167.0,122.0,66.0,1:29,1032.0,HIIT,30.6,3.1,5.0,Intermediate,18.29
26.0,Male,65.0,1.69,171.0,162.0,62.0,1:32,1066.0,Strength,16.6,3.5,2.0,Intermediate,29.56
33.0,Female,95.0,1.85,168.0,140.0,56.0,1:18,958.0,Strength,20.5,3.3,3.0,Intermediate,12.66
30.0,Female,65.3,1.76,192.0,161.0,57.0,1:09,1092.0,Cardio,32.1,1.9,4.0,Advanced,23.82
59.0,Male,40.0,1.72,182.0,164.0,56.0,1:16,1783.0,HIIT,12.6,3.1,4.0,Advanced,12.32
46.0,Female,82.9,1.74,194.0,165.0,52.0,2:00,1107.0,Cardio,24.3,3.1,3.0,Advanced,14.4
18.0,Male,59.4,1.87,195.0,139.0,74.0,2:00,958.0,Yoga,14.9,2.7,3.0,Intermediate,36.707499999999996
49.0,Male,58.2,1.82,171.0,154.0,67.0,1:22,624.0,Strength,20.8,3.5,4.0,Beginner,19.11
37.0,Female,77.3,1.58,180.0,140.0,61.0,1:34,1333.0,HIIT,23.5,1.5,2.0,Intermediate,12.32
22.0,Male,66.0,1.67,181.0,122.0,50.0,0:57,912.0,Cardio,26.3,1.5,3.0,Intermediate,15.29
29.0,Female,67.4,1.76,187.0,120.0,74.0,1:06,911.0,Cardio,21.4,2.3,5.0,Beginner,19.6
31.0,Male,62.2,1.7,168.0,155.0,55.0,0:37,1596.0,Strength,35.0,3.2,2.0,Beginner,16.7
27.0,Female,59.6,1.73,182.0,139.0,71.0,1:25,1321.0,Strength,16.3,3.3,4.0,Advanced,16.62
35.0,Male,40.0,1.72,182.0,120.0,70.0,1:13,1178.0,HIIT,14.6,1.9,4.0,Intermediate,17.87
24.0,Male,41.3,1.73,180.0,156.0,74.0,1:33,1285.0,HIIT,26.2,3.2,4.0,Advanced,14.93
48.0,Male,97.0,1.73,172.0,122.0,74.0,1:42,903.0,Cardio,12.8,3.5,4.0,Intermediate,22.39
59.0,Female,47.2,1.68,185.0,159.0,70.0,1:29,704.0,Strength,15.4,2.2,4.0,Intermediate,23.79
33.0,Male,65.7,1.97,167.0,144.0,53.0,1:06,872.0,Cardio,19.1,2.0,4.0,Beginner,19.14
31.0,Male,80.2,1.74,187.0,141.0,72.0,1:13,1326.0,Strength,21.2,2.8,2.0,Intermediate,16.1
40.0,Male,59.3,2.0,166.0,141.0,74.0,1:26,801.0,Cardio,24.6,3.4,5.0,Intermediate,17.04
57.0,Female,79.4,1.55,160.0,164.0,50.0,1:33,1116.0,Strength,32.2,3.6,2.0,Intermediate,14.69
28.0,Male,59.3,1.79,189.0,128.0,69.0,0:54,877.0,Strength,24.8,2.1,4.0,Beginner,28.16
30.0,Male,40.0,1.63,192.0,157.0,64.0,1:18,1078.0,HIIT,10.0,2.8,3.0,Beginner,14.92
25.0,Female,61.4,1.7,172.0,166.0,72.0,1:16,1064.0,Yoga,32.5,3.0,3.0,Intermediate,19.45
46.0,Female,80.2,1.98,172.0,155.0,73.0,1:17,1355.0,Yoga,26.8,3.3,4.0,Advanced,15.63
28.0,Male,58.0,1.77,179.0,157.0,74.0,1:35,1145.0,Yoga,21.3,1.5,2.0,Advanced,14.72
27.0,Male,53.0,1.91,172.0,123.0,54.0,1:05,655.0,Strength,34.4,3.1,3.0,Intermediate,21.18
23.0,Female,51.2,1.92,187.0,169.0,55.0,1:06,969.0,Yoga,25.3,2.7,2.0,Beginner,16.98
26.0,Female,51.9,1.9,182.0,129.0,55.0,2:00,1418.0,Cardio,32.2,2.4,2.0,Beginner,20.41
27.0,Female,56.3,1.7,191.0,134.0,72.0,1:36,1631.0,Yoga,23.4,3.3,3.0,Beginner,30.84
59.0,Male,108.3,1.53,183.0,122.0,50.0,0:51,1071.0,HIIT,21.9,3.3,3.0,Beginner,17.75
22.0,Female,71.5,1.81,195.0,164.0,51.0,1:31,935.0,Yoga,22.0,2.6,3.0,Intermediate,14.55
18.0,Male,89.4,1.84,168.0,168.0,69.0,2:00,968.0,Strength,17.3,2.6,5.0,Intermediate,14.77
32.0,Male,82.3,1.55,172.0,128.0,74.0,1:31,990.0,HIIT,26.7,2.0,3.0,Beginner,20.15
35.0,Male,96.5,1.54,168.0,160.0,70.0,1:25,1573.0,Yoga,35.0,3.4,4.0,Beginner,20.43
44.0,Male,40.0,1.91,181.0,124.0,71.0,1:33,1545.0,Cardio,26.5,3.4,3.0,Beginner,35.01
43.0,Male,65.2,1.5,182.0,157.0,68.0,2:00,1417.0,Yoga,26.7,3.1,4.0,Intermediate,14.95
18.0,Male,53.9,1.62,170.0,169.0,72.0,1:22,810.0,Cardio,24.7,3.4,3.0,Beginner,29.34
37.0,Female,61.3,1.96,193.0,169.0,65.0,2:00,947.0,Yoga,31.1,3.5,5.0,Beginner,24.18
37.0,Female,78.5,1.5,189.0,169.0,60.0,1:40,954.0,HIIT,17.9,2.4,3.0,Advanced,21.98
41.0,Female,40.0,1.78,182.0,155.0,68.0,1:30,1376.0,HIIT,29.8,2.1,2.0,Advanced,12.32
18.0,Male,49.9,1.75,182.0,158.0,74.0,2:00,1032.0,Strength,23.1,3.1,5.0,Beginner,17.64
46.0,Female,69.9,1.68,173.0,168.0,64.0,1:25,911.0,Strength,35.0,3.4,3.0,Intermediate,18.95
24.0,Male,62.5,1.58,175.0,137.0,51.0,2:00,1231.0,Strength,32.2,3.6,4.0,Beginner,36.26
22.0,Male,40.0,1.67,162.0,146.0,59.0,1:02,807.0,Strength,24.1,1.5,3.0,Beginner,13.05
53.0,Female,46.8,1.69,163.0,169.0,56.0,1:19,1017.0,HIIT,27.6,2.4,4.0,Intermediate,29.04
43.0,Male,70.1,1.72,187.0,129.0,54.0,1:25,984.0,HIIT,25.0,1.6,3.0,Beginner,25.52
18.0,Male,40.0,1.7,190.0,120.0,64.0,1:19,1589.0,Yoga,26.8,3.1,2.0,Beginner,18.76
59.0,Female,73.6,1.6,164.0,158.0,58.0,1:21,1216.0,Strength,30.0,2.3,5.0,Intermediate,15.78
18.0,Male,40.0,1.65,160.0,144.0,73.0,2:00,1078.0,Yoga,17.4,3.5,2.0,Beginner,21.36
43.0,Male,72.6,1.64,166.0,152.0,54.0,1:13,1188.0,Cardio,21.3,2.5,2.0,Intermediate,12.97
36.0,Male,87.6,1.81,179.0,140.0,56.0,0:54,645.0,HIIT,22.1,3.6,2.0,Beginner,18.22
40.0,Male,40.0,1.73,194.0,149.0,72.0,1:03,811.0,HIIT,19.4,2.7,2.0,Advanced,36.56
18.0,Male,121.99999999999999,1.62,164.0,167.0,59.0,1:25,303.0,Strength,22.3,3.6,2.0,Advanced,24.63
59.0,Female,40.0,1.84,167.0,137.0,53.0,1:52,681.0,Yoga,23.7,2.2,2.0,Intermediate,14.55
38.0,Male,41.4,1.71,183.0,168.0,73.0,0:56,1253.0,Yoga,30.8,3.2,3.0,Beginner,14.6
45.0,Female,40.0,1.69,162.0,147.0,68.0,1:11,979.0,HIIT,25.2,2.4,4.0,Intermediate,12.75
44.0,Female,52.8,1.71,198.0,132.0,63.0,2:00,1783.0,HIIT,21.7,3.4,4.0,Intermediate,12.32
39.0,Female,69.9,1.85,164.0,147.0,50.0,1:18,1562.0,Yoga,27.7,3.7,3.0,Advanced,12.87
50.0,Female,92.6,1.91,171.0,137.0,54.0,1:36,303.0,Strength,25.2,2.3,3.0,Beginner,21.42
21.0,Female,52.7,1.53,182.0,134.0,50.0,1:11,1090.0,Strength,31.5,3.4,3.0,Advanced,25.06
20.0,Male,40.0,1.78,192.0,149.0,57.0,0:55,1075.0,Strength,25.5,1.9,4.0,Beginner,22.57
50.0,Male,40.0,1.92,168.0,144.0,55.0,1:28,692.0,Cardio,16.0,2.5,5.0,Beginner,18.29
52.0,Female,81.7,1.59,164.0,136.0,67.0,1:54,1025.0,HIIT,28.2,3.4,2.0,Intermediate,19.89
41.0,Male,65.9,1.93,188.0,124.0,74.0,1:21,1419.0,Yoga,22.6,1.5,2.0,Intermediate,17.6
31.0,Female,67.9,1.7,163.0,124.0,68.0,1:25,1338.0,Cardio,13.0,3.1,5.0,Beginner,13.87
32.0,Female,86.0,1.6,164.0,144.0,65.0,1:05,1196.0,HIIT,17.4,1.5,2.0,Beginner,20.18
29.0,Female,60.6,1.83,172.0,161.0,60.0,1:19,760.0,Strength,25.0,3.3,5.0,Intermediate,18.03
34.0,Male,47.8,1.69,182.0,153.0,68.0,1:37,1249.0,Yoga,20.2,1.5,4.0,Advanced,12.32
19.0,Male,79.4,1.77,165.0,150.0,73.0,1:13,1148.0,Cardio,24.1,3.3,3.0,Intermediate,22.64
33.0,Female,62.4,1.72,168.0,164.0,74.0,0:54,1042.0,Yoga,27.1,3.4,5.0,Intermediate,29.29
47.0,Male,71.3,1.83,186.0,163.0,68.0,0:57,837.0,Strength,22.6,1.5,5.0,Intermediate,18.61
37.0,Male,116.2,1.65,194.0,160.0,74.0,1:58,1036.0,Yoga,22.1,2.4,4.0,Beginner,23.58
50.0,Male,55.8,1.81,161.0,126.0,55.0,1:19,909.0,Yoga,23.6,2.9,4.0,Intermediate,12.32
53.0,Female,55.9,1.78,182.0,125.0,58.0,1:26,1308.0,Yoga,21.1,1.5,3.0,Intermediate,12.32
